timestamp,source,emotion,video_filename
2025-07-01T16:00:22.630279,video,HAPPY,happy.mp4
2025-07-01T16:00:22.732716,video,HAPPY,happy.mp4
2025-07-01T16:00:22.732716,video,NEUTRAL,happy.mp4
2025-07-01T16:00:22.808094,video,HAPPY,happy.mp4
2025-07-01T16:00:22.880024,video,HAPPY,happy.mp4
2025-07-01T16:00:22.951004,video,HAPPY,happy.mp4
2025-07-01T16:00:23.024195,video,HAPPY,happy.mp4
2025-07-01T16:00:23.099563,video,HAPPY,happy.mp4
2025-07-01T16:00:23.172040,video,HAPPY,happy.mp4
2025-07-01T16:00:23.248147,video,HAPPY,happy.mp4
2025-07-01T16:00:23.322121,video,HAPPY,happy.mp4
2025-07-01T16:00:23.398024,video,HAPPY,happy.mp4
2025-07-01T16:00:23.471567,video,HAPPY,happy.mp4
2025-07-01T16:00:23.543262,video,HAPPY,happy.mp4
2025-07-01T16:00:23.616149,video,HAPPY,happy.mp4
2025-07-01T16:00:23.690762,video,HAPPY,happy.mp4
2025-07-01T16:00:23.765736,video,HAPPY,happy.mp4
2025-07-01T16:00:23.837611,video,HAPPY,happy.mp4
2025-07-01T16:00:23.908702,video,HAPPY,happy.mp4
2025-07-01T16:00:23.983491,video,HAPPY,happy.mp4
